	SZAXPI003409-8	SZAXPI003410-3	SZAXPI003411-6	SZAXPI003412-1	SZAXPI003413-4	SZAXPI003414-3	SZAXPI003415-12	SZAXPI003416-4	SZAXPI003417-4	SZAXPI003418-8	SZAXPI003419-6	SZAXPI003420-4	SZAXPI003421-5	SZAXPI003422-11	SZAXPI003423-8	SZAXPI003424-12	SZAXPI003425-1	SZAXPI003426-11	SZAXPI003427-1	SZAXPI003428-6	SZAXPI003429-3	SZAXPI003430-5	SZAXPI003431-1	SZAXPI003432-12	SZAXPI003433-7	SZAXPI003434-7	SZAXPI003435-11	SZAXPI003436-7	SZAXPI003437-3	SZAXPI015209-133	SZAXPI015210-17	SZAXPI015211-166	SZAXPI015212-113	SZAXPI015213-15	SZAXPI015214-19	SZAXPI015215-20	SZAXPI015216-169	SZAXPI015217-140	SZAXPI015218-16	SZAXPI015219-129	SZAXPI015220-136	SZAXPI015221-142	SZAXPI015222-123	SZAXPI015223-158	SZAXPI015224-13	SZAXPI015225-18	SZAXPI015226-14	SZAXPI015227-13	SZAXPI015228-14	SZAXPI015229-15	SZAXPI015230-16	SZAXPI015231-17	SZAXPI015232-18	SZAXPI015233-19	SZAXPI015234-20	SZAXPI015235-21	SZAXPI015237-23	SZAXPI015238-24	SZAXPI015239-25	SZAXPI015240-26	SZAXPI015241-27	SZAXPI015242-30	SZAXPI015243-31	SZAXPI015244-32	SZAXPI015245-33	SZAXPI015246-34	SZAXPI015247-35	SZAXPI015248-36	SZAXPI015249-37	SZAXPI015250-39	SZAXPI015251-41	SZAXPI015252-43	SZAXPI015253-44	SZAXPI015254-45	SZAXPI015255-46	SZAXPI015256-47	SZAXPI015257-56	SZAXPI015258-57	SZAXPI015259-62	SZAXPI015260-74	SZAXPI015261-75	SZAXPI015262-79	SZAXPI015263-84	SZAXPI015264-87	SZAXPI015265-88	SZAXPI015266-89	SZAXPI015267-102	SZAXPI015268-109	SZAXPI015269-94	SZAXPI015270-90	SZAXPI015271-93	SZAXPI015272-108	SZAXPI015273-95	SZAXPI015274-111	SZAXPI017451-16	SZAXPI017452-17	SZAXPI017453-19	SZAXPI017454-20	SZAXPI017455-21	SZAXPI017456-23	SZAXPI017457-24	SZAXPI017458-25	SZAXPI017459-26	SZAXPI017460-27	SZAXPI017461-32	SZAXPI017462-33	SZAXPI017463-36	SZAXPI017464-37	SZAXPI017465-43	SZAXPI017466-84	SZAXPI017467-87	SZAXPI017468-88	SZAXPI017580-90	SZAXPI017581-93	SZAXPI017582-94	SZAXPI017583-102	SZAXPI017584-108	SZAXPI017585-109	SZAXPI017586-111	SZAXPI017587-113	SZAXPI017588-123	SZAXPI017589-133	SZAXPI017590-136	SZAXPI017591-140	SZAXPI017592-142	SZAXPI017593-158	SZAXPI017594-166	SZAXPI017595-169
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Micrococcaceae|g__Rothia|s__Rothia_mucilaginosa|t__Rothia_mucilaginosa_unclassified	0	0.00253	0.00051	0	5e-04	0	0	0.04998	0	0.05089	0	0.30132	0.00036	0.03135	0	0	0	0	0	0.00094	0.00803	0.00084	0	0	0.00422	0.0134	0.01194	0	0.05411	0	0.00336	0	0.03675	0	0.15725	0	0	0.00056	0.08284	0.00311	0.12183	0	0	0	0.02519	0.00722	0.00575	0.10809	0.01045	0.00258	0.00095	0	0.00089	0.0224	0.00374	0.02364	0	0.00042	0.01355	0.00171	0.01634	0	0.04887	0.01829	0.00286	0.00418	0.00781	0.01464	0.00601	0.00247	0.0063	0.00014	0.00026	0.01026	0.00072	0.00252	0.02205	0.04956	0.00823	0.02267	0.12248	0	0.00971	0	0	0.00891	0	0	0.00991	0.00072	0.0033	0	0.05576	0.01346	0	0.01185	0.00407	0.02074	0.00187	0.00751	0	0.00276	0	0	0.00957	0.00838	0	0	0	0	0.05664	0	0	0	0	0	0	0	0.18694	0.01236	0.05629	0.00298	0.00861	0.03724	0.00921	0	0.00499	0.00245
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillales_noname|g__Gemella|s__Gemella_sanguinis|t__GCF_000204335	0	0.00152	0	0.00101	0	0	0.01071	0	0	0.02653	0	0.12345	0	0.16541	0.00138	0.12676	0	0	0.00881	0.00065	0.04438	0.01586	0	0	0.0105	0	0.02031	0.00572	0.01213	0.00261	0.02049	0	0.01919	0	0.02679	0.00148	0.00044	0	0.08999	0.00836	0	0	0	0.0129	0.04146	0	0.00082	0.00951	0.01316	0	0.01943	0	0.00261	0.01002	0.02982	0.02373	0.00263	0	0.00188	0.00147	0.00472	0.00226	0	0.04964	0	0.00465	0	0.00546	0	0.00988	0	0.00275	0.06527	0	0.01275	0	0.01116	0.00462	0.0085	0.00706	0	0	0	0	0	0.00599	0	0.01335	0	0.00342	0.00823	0	0.02896	0.03304	0	0.00397	0.00086	0.03582	0	0	0	0.00146	0	0	0	0	0	0	0	0	0	0	0	0.00273	0	0	0	0	0.00308	0.00781	0	0	0.00487	0	0.01308	0	0.00689	0.00792
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_cristatus|t__Streptococcus_cristatus_unclassified	0	0.00138	0	0.00252	0	0	0	0.00143	0	0.01034	0	0.0037	0	0.00491	0	0.00756	0	0	0	0	0	0	0	0	0	0	0	0	0.02657	0	0.00878	0	0.00374	0	0	0	0	0	0	0.00673	0.01027	0	0	0	0.01877	0	0	0	9e-04	0.00077	0	0	0	0.00055	0	0	0	0	0	0	0.00672	0.00923	0	0	0	0	0	0	0	0.00193	0	0	0	0.00249	0	0	0	0.00181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0166	0	0	0	0	0.33975	0.02963	0	0.00783	0.00144	0	0	0	0	0	0	0	0	0	0	0	0.00556	0	0	0	0	0	0	0	0	0	0	0.0029	0	0	0.00232
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Veillonella|s__Veillonella_dispar|t__GCF_000160015	0	0.00113	0	0	0	0	0	0	0	0.26574	0	0	0.00123	0	0.13653	0	0	0	0.00052	0	0.00573	0	0	0	0.00046	0	0	0	0.01271	0	0.1054	0	0.09768	0.25895	0	0	0	0	0	0.01029	0.01437	0.00018	0	0	0.00285	0	0.07222	0	0.03706	0.01215	0	0.00382	0.01952	0	0	0.23575	0	0.00048	0	0	0	0	0.00666	0	0.00333	0.001	0.09396	0	0.00201	0	0.0234	0.01594	0	0	0	0	0	0.34715	0.25363	0.02766	0	0	0	0	0.00187	0.00222	0.0226	0	0.00866	0	0.01916	0	0.0753	0	0.06443	0.00569	0	0.00556	0.10025	0.018	0	0.07456	0	0	0.10866	0.00261	0	0	0	0	0.05709	0	0	0	0	0	0	0.08176	0.00537	0.00459	0.06487	0.00958	0	0	0	0	0	0.00061
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_thermophilus|t__Streptococcus_thermophilus_unclassified	0	0.00092	0	0	0	0	0	0	0	0.00058	0	0	0	0	0	0	0	0	0.00064	0	1.1785	0	0	0	0	0	0	0	0.00342	0	0	0	0.00229	0	0	0	0	0	0	0.00882	0	0	0	0	0.00078	0	0	0	0.02036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00655	0	0	0	0	0	0	0	0	0.00444	0	0	0	0	0	0	0.00167	0.01347	0	0	0	0	0	0	0	0	0	0.00235	0	0	0	0	0	0	0.00226	0.00396	0	0	0	0.0047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00564	0	0	0	0.00219	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Eikenella|s__Eikenella_corrodens|t__Eikenella_corrodens_unclassified	0	0.00064	0	0	0	0	0	0	0	0	0	0	0	0.00139	0.11123	0	0	0	0	0	0	0	0.00088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.16768	0	0	0.02472	0.00892	0	0	0	0.00842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Archaea|p__Euryarchaeota|c__Methanococci	0	0	0.00931	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Archaea|p__Euryarchaeota|c__Methanococci|o__Methanococcales	0	0	0.00931	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Viruses_noname	0	0	0.03702	0	0	0	0	0	0	0.01147	0	0	0	0	0	0.01076	0	0	0	0	0	0.0149	0	0	0	0	0	0	0.01061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01366	0	0	0	0.02466	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.57478	0	0.02092	0	0	0	0	0.01402	0	0.01044	0	0	0	0	0	0	0	0.03748	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03044	0	0	0	0	0	0	0	0	0	0
k__Archaea|p__Euryarchaeota|c__Methanococci|o__Methanococcales|f__Methanocaldococcaceae	0	0	0.00931	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Baculoviridae	0	0	0.00179	0	0	0	0.00212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Corynebacteriaceae	0	0	0.00025	0	0	0	0	0	0	0	0	0	0	0.00997	0	0.00176	0	0	0	0	0	0	0	0	0	0	0	0	0.02799	0	0	0	0	0	0	0.001	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00096	0	0	0	0	0	0	0	0.00013	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00193	0	0	0	0	0.00304	0	0.00021	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00368	0	0	0	0	0.00166	0	0.00096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01015	0.0038	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XI_Incertae_Sedis|g__Anaerococcus	0	0	0.06213	0.08457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02021	0	0	0	0.00304	0	0	0	0	0
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Viruses_noname|g__Viruses_noname	0	0	0.03702	0	0	0	0	0	0	0.01147	0	0	0	0	0	0.01076	0	0	0	0	0	0.0149	0	0	0	0	0	0	0.01061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01366	0	0	0	0.02466	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.57478	0	0.02092	0	0	0	0	0.01402	0	0.01044	0	0	0	0	0	0	0	0.03748	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03044	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Sutterellaceae_unclassified	0	0	0.01169	0.00188	0.04237	0	0	0	0	0	0	0.00376	0.00139	0.00212	0	0	0	0	0.0018	0	0	0	0.30467	0.00157	0.02221	0	0.00331	0	0.00251	0.01928	0	0.03583	0	0	0	0	0.0094	0.02217	0.00659	0.00167	0	0.00075	0.00289	0.00533	0.06017	0	0.06568	0.02208	0.1052	0	0.00508	0.07238	0.00187	0.0321	0.02885	0.11199	0	0	0	0.01148	0.09626	0.22372	0.06107	0.05624	0	0	0	0.00372	0	0.00619	0.01102	0.02349	0	0	0	0.08224	0.00778	0	0	0.00874	0	0	0	0	0	0.04893	0.0187	0	0	0	0	0.30086	0.1407	0	0	0.14859	0.03189	0.01109	0	0	0	0	0.01989	0.08213	0	0	0	0.06958	0	0	0	0	0.0302	0	0	0	0	0.51137	0.01975	0.00611	0	0.20541	0.00132	0.01116	0.00769	0	0	0
k__Archaea|p__Euryarchaeota|c__Methanococci|o__Methanococcales|f__Methanocaldococcaceae|g__Methanocaldococcaceae_unclassified	0	0	0.00931	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Shigella	0	0	0.0026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00221	0	0	0	0	0	0	0	0	0	0	0.00308	0	0	0.00944	0	0	0	0	0	0	0	0	0	0	0.00266	0	0.00405	0	0	0	0	0	0	0	0	0.00605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Slackia	0	0	0.0023	0.18011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00302	0	0	0	0	0.00148	0	0.00279	0	0.07454	0	0.02323	0	0	0	0	0	0	0.00614	0	0	0	0.00224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00053	0	0	0	0	0	0	0	0	0	0	0.00229	0	0	0	0	0	0	0	0	0	0	0.01869	0.03322	0	0	0	0	0.19436	0.00391	0	0	0	0	0	0	0	0	0.01094	0	0	0.0331	0	0	0.00073	0	0	0	0	0.04612	0	0	0.22694	4e-04	0.39384	0.01061	0	0.34434	0
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Baculoviridae|g__Alphabaculovirus	0	0	0.00179	0	0	0	0.00212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XI_Incertae_Sedis|g__Finegoldia	0	0	0.00028	0	0	0	0.00043	0	0	0	0	0	0	0	0	0	0	0	0	2e-04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02243	0	0	0	0	0	0	0	0.00714	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Corynebacteriaceae|g__Corynebacterium	0	0	0.00025	0	0	0	0	0	0	0	0	0	0	0.00997	0	0.00176	0	0	0	0	0	0	0	0	0	0	0	0	0.02799	0	0	0	0	0	0	0.001	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00096	0	0	0	0	0	0	0	0.00013	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00193	0	0	0	0	0.00304	0	0.00021	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00368	0	0	0	0	0.00166	0	0.00096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01015	0.0038	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_sp_ART55_1	0	0	0.30954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13081	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.65202	0	0	0	0.19036	0	0	0.97407	0	0	0	0	0	0	0	0	0	0	0	0	9.57335	0	0	3.51583	5.74961	0	0	0	0	0	0	0.34569	0	0	3.51062	0	0	7.11593	0	0	1.5917	0	5.18455	6.40527	0	0	0.21525	0.1344	0.42938	11.6378	1.17453	1.76505	0	0	0	0	0	2.44189	0	0	0	0.63622	0	0	0	2.11654	0	0	0	1.23903	0	0	0	0	0	0	0	0	0	0	3.74201	0	0	0	0	0	14.79021	0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemania|s__Holdemania_sp_AP2	0	0	0.14728	0.13739	0	0	0	0	0	0	0	0	0.07474	0	0.21079	0	0	0	0	0.10735	0	0	0	0	0	0	0.18333	0.07494	0	0.04283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.17935	0.16382	0	0	0	0	0	0	0	0	0	0	0	0.26664	0	0	0	0	0.09053	0	0	0	0	0	0	0	0	0	0	0	0	1.26833	0	0.04672	0	0	1.04686	0.25189	0.05953	0.12279	0	0	0	0	0	0	0	0.11747	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Mitsuokella|s__Mitsuokella_multacida	0	0	0.07428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.39795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.43059	0.02155	0	0.59267	0	0.23939	0	0	0	0.00109	1.73219	0	0	0	0	0	0	0	0	0	0	0	0	0	2.96996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.29599	0	0	0.02605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.59849	0.08659	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_catenulatum	0	0	0.06546	0.00053	0.00152	0	0.00045	0.00977	0	0	0.01734	9e-04	0.00311	0	0	0.00024	0	0	0.0019	0	0.62302	0	0.00118	0	0.00301	0	0.0037	0	0.00068	0	0	0	0	0	0	0	0	0	0	0	0.00365	0.00726	0	0	0.02849	0.02687	0	0	0	0	0	0	0	0	0.02653	0	0	0	0.02985	0	0	0	0	0	0.02852	0.0188	0	0.02435	0.00434	0.00091	0.00342	0.00124	0	0.00562	0	0	0	0.02568	3e-04	0.00146	0	0.00079	0	0	0	0.00357	0	0	0	0	0	0	0.05736	0	0	0	0	0	0.0528	0.00149	0	0.01362	0	0.00144	0	0	0.00044	0	0.00194	0	0	0	0	0	0	0	0	0	0	0.00495	0.00223	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XI_Incertae_Sedis|g__Anaerococcus|s__Anaerococcus_vaginalis	0	0	0.04484	0.04873	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01004	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Paraprevotella|s__Paraprevotella_clara	0	0	0.03247	0.66453	0	0	0	0	0	0	0	0.51116	0	0	0	0	0	0	0.34893	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09775	0	0	0	0	0	0	0	0.78395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.36456	0	0.76461	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02161	0	0	0	0	0	0	0	0	0.27407	0	0	0	0.36303	0	0	0	0	1.091	0	0	3.07376	0.01235	0	0	0.00166	0	0	0	0	0
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Viruses_noname|g__Viruses_noname|s__Enterobacteria_phage_HK544	0	0	0.03031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_salyersiae	0	0	0.02572	1.09095	1.05921	0	0	0	0.00154	0.09347	0.00147	0.16074	0.08353	0.0028	0.16746	0	0	0	2.8571	0	0.00297	0	0	0	1.23047	0	0.35392	0.0251	0	0	0.01333	0	0.00463	0	0	0.41661	0	0	0.14855	0	0	0.33455	0.08636	0.38343	0	0.0187	1.13023	0.17065	0	0	0.12921	0	0	0	0	0	0	0	0	0.10421	0	0.05563	0.66801	0.08242	0.39031	0	0	0.00197	0	0.28581	0.98783	0	0.01841	0	0	0.06365	0	0.28311	0	0	0	0	0	0.6659	0	0	0.01976	0	0	2.80378	0	0	0	0	0	0	0.84564	0.09908	0	0	0	0	0	0.18022	0	0	0.23396	0	0	2.96285	0.01709	0.61531	0.00278	0.0119	0	0	0.75424	0	0	0	0.40713	0	0	0.04958	0	0.02338	0.29134	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_eggerthii	0	0	0.0234	0.80179	0	0.00074	0.13414	0	0.02613	0.03607	0.0194	2.1196	0.00152	0.00029	0	0.04248	0	0	0.02203	0	19.13526	0	0	0	0.01649	0	0.61625	0	0	0.31252	0.0218	0	0.08094	0.00902	0.00476	0.07258	0.00195	0.0057	0	0	0.02447	0.00687	1.31515	0.151	0.00112	2.64457	0.03228	0.11195	0.00155	0	0	0.00011	0	0	2.63652	0	0	0.29068	0	24.55932	0.00208	0.3575	0	0.06954	0.43328	0	0	0	0	0.64103	0.00305	0.01151	0.01029	0.00049	3.2908	23.9303	0.00208	0.07733	0.64639	0.01875	0	0	0.89569	0.00401	0	0	0.08258	1.90416	0.00059	6.00013	0	0.00016	0.02015	0	0	0	0.00395	0.183	0.00047	1.99685	0	0	0.00497	0.00248	0.46076	0.00451	18.80283	0.0038	0	1.79225	0.72064	0.00446	5.70438	1.03951	0	0.00264	0.13277	0	4.01246	0.00917	0.5586	0	0.00054	0.00314	0	0.44634	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_dentium	0	0	0.01783	0	0	0	0	0.05966	0	0.0287	0	0	0	0	0.02577	0.00489	0	0	0	0	0.00446	0	0	0	0	0	0	0.00109	0.00399	0	0	0	0.11741	0	0.00729	0	0.02553	0.00062	0.03096	0	0.32188	0.01176	0	0	0.03433	0	0	0	0	0	0	0	0.03431	0	0	0	0	0	0	0.06045	0	0.01238	0	0	0	0	0.11439	0	0	0	0	0.04471	0	0.01473	0	0	0	0.04682	0.00408	0.00158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00056	0	0	0.00151	0.10138	0	0	0.04778	0.21906	0	0	0	0.00558	0.15153	0.00404	0	0	0	0	0	0.00632	0	0.05189	0.00295	0.90857	0	0	0	0	0	0.00889	0	0.00344
