,Streptococcus_anginosus,Klebsiella_michiganensis,Enterococcus_faecalis,Lactobacillus_salivarius,Dielma_fastidiosa,Streptococcus_constellatus,Streptococcus_parasanguinis,Peptostreptococcus_anaerobius,Bifidobacterium_longum,Bifidobacterium_breve,Lactobacillus_ruminis,Lactococcus_lactis,Streptococcus_vestibularis,Streptococcus_salivarius,Streptococcus_thermophilus,Lactobacillus_casei,Megasphaera_elsdenii,Bacteroides_stercoris,Prevotella_nigrescens,Streptococcus_sanguinis,Ruminococcus_gnavus,Ruminococcus_lactaris,Bacteroides_fragilis,Streptococcus_mutans,Bacteroides_nordii,Streptococcus_oralis,Haemophilus_parainfluenzae,Enterococcus_faecium,Acidaminococcus_intestini,Anaerococcus_obesiensis,Bacteroides_barnesiae,Bacteroides_massiliensis,Bacteroides_salyersiae,Blautia_wexlerae,Clostridium_saccharogumia,Megamonas_funiformis,Prevotella_intermedia,Prevotella_oris,Solobacterium_moorei,Veillonella_atypica,Lactobacillus_mucosae,Enterococcus_durans,Bifidobacterium_dentium,Bifidobacterium_pseudocatenulatum,Bifidobacterium_catenulatum,Eggerthella_lenta,Clostridium_innocuum,Bacteroides_cellulosilyticus,Lactobacillus_gasseri,Atopobium_parvulum,Fusobacterium_nucleatum,Sutterella_wadsworthensis,Alistipes_onderdonkii,Bifidobacterium_bifidum,Streptococcus_equinus,Hungatella_hathewayi,Clostridium_scindens,Anaerotruncus_colihominis,Clostridium_boltae,Lachnospiraceae_bacterium,Bacteroides_thetaiotaomicron,Bacteroides_dorei,Bacteroides_rodentium,Parabacteroides_goldsteinii,Phascolarctobacterium_succinatutens,Dorea_formicigenerans,Clostridium_butyricum,Clostridium_clostridioforme,Veillonella_parvula,Lactobacillus_fermentum,Bacteroides_xylanisolvens,Lactobacillus_reuteri,Clostridium_perfringens,Mogibacterium_timidum,Parvimonas_micra,Bilophila_wadsworthia,Bifidobacterium_adolescentis,Bifidobacterium_ruminantium,Hafnia_alvei,Bifidobacterium_angulatum,Akkermansia_muciniphila,Anaerostipes_hadrus,Ruminococcus_torques,Flavonifractor_plautii,Parabacteroides_merdae,Faecalibacterium_prausnitzii,Clostridium_saccharolyticum,Anaerostipes_caccae,Bacteroides_caccae,Collinsella_aerofaciens,Methanobrevibacter_smithii,Eubacterium_siraeum,Fusobacterium_ulcerans,Fusobacterium_gonidiaformans,Parasutterella_excrementihominis,Bacteroides_finegoldii,Bacteroides_eggerthii,Eubacterium_rectale,Roseburia_intestinalis,Blautia_hansenii,Faecalitalea_cylindroides,Clostridium_symbiosum,Alistipes_finegoldii,Turicibacter_sanguinis,Porphyromonas_asaccharolytica,Streptococcus_australis,Prevotella_stercorea,Alistipes_timonensis,Alistipes_senegalensis,Senegalimassilia_anaerobia,Bacteroides_faecis,Enorma_massiliensis,Alistipes_obesi,Blautia_producta,Parabacteroides_gordonii,Porphyromonas_somerae,Porphyromonas_uenonis,Faecalicoccus_pleomorphus,Ruminococcus_bicirculans,Butyricicoccus_pullicaecorum,cand._Alistipes,Holdemania_massiliensis,Megasphaera_massiliensis,Clostridiales_bacterium,Bacteroides_stercorirosoris,Eubacterium_ramulus,Clostridium_paraputrificum,Dorea_longicatena,Intestinimonas_butyriciproducens,Adlercreutzia_equolifaciens,Mitsuokella_jalaludinii,Alistipes_inops,bacterium_OL-1,bacterium_LF-3,Ruminococcus_champanellensis,butyrate-producing_bacterium,Pyramidobacter_piscolens,Blautia_obeum,Eubacterium_ventriosum,Desulfovibrio_piger,Eubacterium_hallii,Ruminococcus_callidus,Coprococcus_eutactus,Clostridium_leptum,Clostridium_spiroforme,Alistipes_putredinis,Intestinibacter_bartlettii,Fusobacterium_mortiferum,Fusobacterium_varium,Bacteroides_coprocola,Coprococcus_comes,Bacteroides_intestinalis,Blautia_hydrogenotrophica,Bacteroides_pectinophilus,Bacteroides_plebeius,Tyzzerella_nexilis,Mitsuokella_multacida,Butyrivibrio_crossotus,Eubacterium_eligens,Clostridium_asparagiforme,Holdemanella_biformis,Collinsella_intestinalis,Prevotella_copri,Holdemania_filiformis,Veillonella_dispar,Bacteroides_coprophilus,Ruminococcaceae_bacterium,Gemella_morbillorum,Roseburia_hominis,Acidaminococcus_fermentans,Dialister_invisus,Peptostreptococcus_stomatis,Roseburia_inulinivorans,Alloprevotella_tannerae,Granulicatella_adiacens,Ruminococcus_bromii,Megasphaera_micronuciformis,Odoribacter_splanchnicus,Alistipes_shahii,Coprococcus_catus,Alistipes_indistinctus,Barnesiella_intestinihominis,Clostridium_citroniae,Collinsella_tanakaei,Dialister_succinatiphilus,Slackia_piriformis,Paraprevotella_clara,Paraprevotella_xylaniphila,Succinatimonas_hippei,Bacteroides_clarus,Bacteroides_fluxus,Parabacteroides_johnsonii,Libanicoccus_massiliensis,Mailhella_massiliensis,Verrucomicrobia_bacterium,Merdibacter_massiliensis,Firmicutes_bacterium,Lentisphaerae_bacterium,Burkholderiales_bacterium,Succinivibrio_dextrinosolvens,Niameybacter_massiliensis
CCMD99929634ST-11-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.54e-05,0.0,9.54e-05,0.000763432,0.0,0.0,9.54e-05,0.0,0.000190858,0.0,0.0016222920000000002,0.0,0.0,0.0,0.0,0.000858861,0.0,0.0,0.0,0.0,0.0,9.54e-05,0.00181315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000190858,0.0,0.0,9.54e-05,0.0,0.003149155,0.0,0.0,0.0,0.0,9.54e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001049718,0.022139517,0.002481153,0.0,0.0,0.00181315,0.0,0.0,0.001049718,0.0,0.00028628700000000003,0.0,0.0,0.0,0.0,0.001240576,0.009924611,0.0,0.0,0.0,0.003435442,0.002385724,0.00028628700000000003,9.54e-05,0.006966314,0.013073767,9.54e-05,0.0,0.002004008,0.016795496,0.0,0.0015268629999999998,0.0,0.0,0.0,0.0,0.0,0.078824315,0.0035308709999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00028628700000000003,0.00028628700000000003,0.0,0.0,9.54e-05,0.0,0.0,0.0,0.0,0.0,0.007348029,0.0,0.0,0.0,0.0,0.0,0.0,0.000668003,0.0,0.0,0.0,0.0005725740000000001,0.0,0.0,0.0,0.0014314339999999999,0.0,0.001145147,0.0,0.002290295,0.000190858,0.0,0.004198874,0.011260616000000001,0.018417788,9.54e-05,9.54e-05,0.021185227999999997,0.0,0.0,0.0,0.0,0.000381716,0.0,0.0,0.0,0.0,0.0,0.0,9.54e-05,0.005057735,0.0,0.0,0.0,0.0,9.54e-05,0.0,0.0,0.0,0.0,0.0026720109999999997,0.0,0.016509209,0.0,0.002004008,0.0,0.0,9.54e-05,0.0,0.0032445840000000004,0.000858861,0.000668003,0.0,9.54e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000477145,9.54e-05,0.000190858,0.0,0.0,0.0,0.0
ERR1018185,0.000188076,0.0,9.4e-05,0.0,0.0,0.000188076,9.4e-05,0.0,9.4e-05,0.0,0.0,0.0,0.0,0.00028211400000000003,0.0,0.0,0.0,0.001316532,0.00028211400000000003,0.00028211400000000003,9.4e-05,0.0,0.0,0.0,9.4e-05,0.0,0.0,0.0,0.00094038,0.0,0.0,0.0016926839999999999,0.0,0.011848787,0.0,0.000752304,0.003103254,0.0,0.001034418,0.0,0.0,0.0,0.0,9.4e-05,0.0,0.0,9.4e-05,0.000752304,0.0,0.0,0.0,0.0,0.0034794059999999996,0.0,0.0,0.0,0.000188076,0.0,0.0,0.0,0.0008463419999999999,0.017208952,0.001598646,0.000376152,0.013447433,0.003009216,0.0,0.0,0.0005642280000000001,0.0,0.001222494,0.0,9.4e-05,9.4e-05,0.008275343000000001,0.00094038,0.000188076,0.0,0.0,0.0,0.102595449,0.011566673000000001,0.001222494,9.4e-05,0.0011284560000000001,0.006582659,0.0,0.0,0.0063945830000000006,0.0057363169999999995,0.000188076,0.0011284560000000001,0.0,0.0,9.4e-05,0.0,0.0,0.006770735,9.4e-05,0.0,9.4e-05,0.000188076,0.000188076,0.0,0.0,0.0,0.0,0.000188076,0.000188076,0.000658266,0.0,0.0,0.00028211400000000003,0.0,9.4e-05,0.0,0.0,0.0,0.00047019,0.0,9.4e-05,9.4e-05,0.0,0.0,0.0,0.0005642280000000001,0.0,0.004137672,9.4e-05,0.001034418,0.0,0.0,0.0005642280000000001,0.001222494,0.0,0.0,0.0,0.00282114,0.0,0.008463419,0.006112469000000001,0.0,0.0,0.003855558,0.0,0.0078051530000000004,0.0,0.0,0.0,9.4e-05,0.007334963000000001,0.00028211400000000003,0.0,0.0,0.000188076,0.0,0.0,0.0,0.004795938,9.4e-05,0.0,0.0,0.002162874,0.000188076,0.000376152,0.0,9.4e-05,0.00235095,0.00094038,0.0,0.0,0.00329133,0.000658266,0.0,0.000376152,9.4e-05,0.0,0.001598646,0.000376152,0.0011284560000000001,0.0,0.005830355,9.4e-05,0.0,0.0,0.0,0.0,0.003103254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.4e-05,0.0,0.0,0.0,0.0
ERR1018186,0.0,0.0,0.0,0.0,0.00068899,0.0,0.00041339400000000003,0.0,0.00013779799999999998,0.0,0.0,0.0,0.0,0.00027559599999999997,0.0,0.0,0.0,0.020945294,0.00068899,0.00041339400000000003,0.0028937579999999997,0.0,0.014744385,0.0,0.00137798,0.00013779799999999998,0.001515778,0.0,0.0,0.0,0.0,0.0,0.0,0.001240182,0.0,0.00027559599999999997,0.002480364,0.0,0.00027559599999999997,0.0,0.0,0.0,0.0,0.001240182,0.0,0.000964586,0.00013779799999999998,0.0022047679999999997,0.0,0.0,0.00013779799999999998,0.00027559599999999997,0.0,0.0,0.0,0.00013779799999999998,0.00027559599999999997,0.00013779799999999998,0.00027559599999999997,0.0,0.007165495,0.037343255,0.061733499000000004,0.0,0.0,0.0008267880000000001,0.0,0.00013779799999999998,0.001515778,0.0,0.00068899,0.0,0.0,0.0,0.002342566,0.0005511919999999999,0.0,0.0,0.0,0.0,0.038583437000000005,0.0008267880000000001,0.00206697,0.000964586,0.0,0.0,0.00027559599999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00013779799999999998,0.00013779799999999998,0.0,0.0,0.0,0.0,0.0,0.00013779799999999998,0.0028937579999999997,0.0,0.0,0.0,0.0,0.00013779799999999998,0.0,0.0,0.0,0.00013779799999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00041339400000000003,0.0,0.0,0.0,0.0,0.0,0.001929172,0.00027559599999999997,0.0,0.0,0.0,0.0,0.00344495,0.0,0.001240182,0.0,0.0005511919999999999,0.003169354,0.0035827479999999997,0.001515778,0.0,0.0,0.0008267880000000001,0.0,0.0,0.001515778,0.0,0.0,0.0,0.002342566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05208764,0.00013779799999999998,0.0,0.0,0.0,0.0,0.00013779799999999998,0.0,0.00013779799999999998,0.000964586,0.008543475,0.0,0.0,0.0,0.023839052000000003,0.0,0.00013779799999999998,0.0,0.0,0.0005511919999999999,0.001929172,0.00041339400000000003,0.00027559599999999997,0.00013779799999999998,0.00013779799999999998,0.001240182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERR1018187,0.0,0.0,0.0,0.0,0.0,0.0,0.00045683,0.0,0.015714938,0.0,0.0,0.0,0.000182732,0.003289173,9.14e-05,0.0,0.0,9.14e-05,0.0,9.14e-05,0.000274098,0.0,0.0,9.14e-05,0.000182732,0.0,9.14e-05,0.0,0.0,0.00045683,0.0,0.0,0.000182732,0.003746003,0.0,0.002649612,0.0,0.0,0.0,0.0,0.0,0.0,0.000182732,0.01096391,0.0,0.000365464,9.14e-05,0.0,0.0,9.14e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.000182732,9.14e-05,0.000182732,0.00045683,0.000274098,0.001553221,0.001005025,0.000274098,0.001187757,0.008040201,0.0,0.0,0.000182732,0.0,0.00045683,0.0,0.0,0.0,0.014527181,0.000182732,0.10525354,0.006030151,0.0,0.0,9.14e-05,0.00447693,0.001918684,0.000182732,0.005481955,0.004111465999999999,9.14e-05,0.0,0.00045683,0.05463682,0.18766560100000002,0.000182732,0.0,0.0,0.0,0.0,0.000182732,0.000274098,0.0,0.0,0.0,9.14e-05,0.0,0.0,0.000822293,0.0,0.0,0.0,0.000274098,0.001918684,0.0,0.0,0.000365464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000639561,0.0,0.0,0.0,0.0,0.0,0.001370489,0.0,0.0,0.0,0.0,0.0,0.000182732,0.0,9.14e-05,0.0,0.004842394,0.0,0.000548196,0.00648698,0.0,0.0,0.001279123,0.0,0.000274098,0.0009136589999999999,0.0,0.0,0.0,9.14e-05,0.000182732,0.0,0.0,0.000365464,0.0,0.00045683,0.0,9.14e-05,0.0,0.0,0.0,0.008679761999999999,0.0,0.0,9.14e-05,0.0,0.009684788,0.004111465999999999,0.0,0.0,0.002923709,0.0007309269999999999,0.0,0.0,0.000182732,0.0,9.14e-05,0.001187757,0.000548196,9.14e-05,0.000274098,0.0,0.001553221,0.0,0.0,0.001005025,0.0,0.0,0.0,0.0,0.0,0.00045683,0.0,0.0,0.0,0.000274098,0.0,0.0,0.0,0.0
ERR1018188,0.000936232,0.0,0.0,0.0,0.0,0.00010402600000000001,0.00020805200000000002,0.009778425,0.003120774,0.0,0.0,0.00010402600000000001,0.00020805200000000002,0.000728181,0.0,0.0,0.0,0.00915427,0.000520129,0.00020805200000000002,0.003744929,0.0,0.0,0.0,0.00010402600000000001,0.0,0.0,0.0,0.0,0.000728181,0.0,0.0,0.005305316,0.055237699,0.0,0.00010402600000000001,0.006033496,0.0,0.0,0.0,0.0,0.0,0.0,0.008009986,0.0,0.001768439,0.000312077,0.001456361,0.00010402600000000001,0.0,0.0,0.0,0.001456361,0.0,0.0,0.00020805200000000002,0.000312077,0.00010402600000000001,0.00124831,0.00020805200000000002,0.001456361,0.017372308,0.024862166,0.000312077,0.0,0.007489857,0.0,0.000520129,0.0,0.0,0.013211276000000001,0.0,0.0,0.00020805200000000002,0.0032248000000000003,0.0069697280000000006,0.0,0.0,0.0,0.0,0.024654113999999998,0.00520129,0.000832206,0.00010402600000000001,0.0,0.025590346,0.0,0.00020805200000000002,0.0,0.009362322,0.0,0.0,0.0,0.0,0.0,0.000416103,0.003640903,0.0,0.0,0.0,0.0,0.000312077,0.0,0.0,0.0,0.0,0.00010402600000000001,0.0,0.0,0.0,0.0,0.00010402600000000001,0.00010402600000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000936232,0.000624155,0.0,0.0,0.0,0.0,0.0,0.009258296,0.0,0.000624155,0.0,0.0,0.0,0.0,0.0,0.000520129,0.0,0.016644128,0.00010402600000000001,0.0,0.000520129,0.008634141,0.0,0.00124831,0.0,0.007801935,0.00010402600000000001,0.0,0.0,0.000520129,0.000624155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0069697280000000006,0.000624155,0.001040258,0.0,0.000520129,0.0,0.0,0.0,0.0,0.0,0.00124831,0.0,0.0,0.013731405,0.0,0.0,0.0,0.18298137899999997,0.0,0.0,0.001768439,0.004161032,0.005513367,0.0,0.000832206,0.0,0.00010402600000000001,0.0,0.00915427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERR1018189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001560319,0.0,0.0,0.0,0.0,0.00016424400000000002,0.0,0.0,0.0,0.001560319,8.209999999999999e-05,8.209999999999999e-05,0.000246366,0.002874271,0.0,0.0,8.209999999999999e-05,8.209999999999999e-05,8.209999999999999e-05,0.0,0.0,0.0,0.0,0.0,0.0027921490000000003,0.000985464,0.0,8.209999999999999e-05,0.000985464,0.0,0.00016424400000000002,8.209999999999999e-05,0.0,0.0,0.0,0.002545783,0.000903342,8.209999999999999e-05,0.0,0.0006569760000000001,0.0,0.0,0.0,0.0,0.000739098,0.0,0.0,8.209999999999999e-05,0.0,0.0,0.00016424400000000002,8.209999999999999e-05,0.00082122,0.017738359,0.009115546,0.0,0.0,8.209999999999999e-05,0.0,0.0,8.209999999999999e-05,0.0,0.001560319,0.0,8.209999999999999e-05,0.00016424400000000002,0.001396075,0.001149708,0.017574115,0.00016424400000000002,0.0,0.0,0.028496346000000002,0.000574854,8.209999999999999e-05,8.209999999999999e-05,0.002053051,0.002381539,0.0,0.0,0.017081383000000002,0.001231831,0.0,0.005912786,0.0,0.0,8.209999999999999e-05,0.000492732,0.0,0.003284881,0.00016424400000000002,0.0,0.0,0.0006569760000000001,0.00016424400000000002,0.0,0.0,0.0,0.0,0.0,0.000492732,0.0,0.0,0.0,0.00032848800000000004,0.0,0.0,0.0,0.0,0.0,0.0006569760000000001,0.0,0.001724563,0.0,0.0,0.0,0.0,0.00016424400000000002,0.0,0.001231831,0.002299417,8.209999999999999e-05,0.0,0.0,0.0,0.0019709289999999997,0.0,8.209999999999999e-05,0.0,0.0016424410000000001,0.000246366,0.0,0.00016424400000000002,0.0,0.0,0.000246366,0.00082122,0.007555226999999999,0.000246366,0.0,0.0,0.0,0.00016424400000000002,0.0019709289999999997,8.209999999999999e-05,0.0,0.0,0.0,0.0,0.0,0.055842983,0.0,0.0,0.0,8.209999999999999e-05,0.0,0.0,0.0,0.0,8.209999999999999e-05,0.00032848800000000004,0.0,0.0,0.00016424400000000002,0.00032848800000000004,0.0,0.0,0.0031206370000000003,0.0,0.0,0.005748542,0.000903342,0.001149708,0.00032848800000000004,8.209999999999999e-05,8.209999999999999e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.209999999999999e-05,8.209999999999999e-05,0.0,0.0,0.0
ERR1018190,0.0,0.0,0.0,0.0,0.0,0.0,0.000183857,0.0,0.000367715,0.0,0.0,0.0,0.0,0.0007354289999999999,0.0,0.0,0.0,0.000183857,0.0,0.0,0.000183857,0.002390145,0.03713918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004412576,0.0,0.000183857,0.0,0.0,0.000183857,0.0,0.000183857,0.0,0.0,0.0,0.0,0.00275786,0.000183857,0.0,0.0,0.0,0.0,0.000367715,0.16914874100000002,0.0,0.0,0.000919287,0.000183857,0.000367715,0.005699577,0.0,0.092664093,0.283875712,0.000183857,0.0,0.0,0.003677147,0.0,0.000367715,0.000183857,0.0,0.0,0.0,0.0,0.0,0.0,0.006802720999999999,0.0,0.0,0.0,0.0,0.000183857,0.006618864,0.000367715,0.000367715,0.0,0.000183857,0.0,0.000183857,0.0288656,0.0,0.000183857,0.0,0.0,0.0,0.0,0.0,0.0,0.016363302,0.000183857,0.0,0.0,0.001470859,0.029049457999999997,0.0,0.0,0.0,0.000183857,0.0,0.0,0.0,0.0,0.0,0.0,0.000367715,0.0,0.0,0.0,0.0,0.001470859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000183857,0.000367715,0.001103144,0.0,0.0,0.0,0.000183857,0.0,0.001103144,0.0,0.001470859,0.0,0.0,0.002022431,0.0,0.0,0.000183857,0.0,0.000183857,0.0,0.0,0.0,0.0,0.011399154,0.0,0.0,0.0,0.000183857,0.000367715,0.0,0.0,0.000183857,0.0,0.0,0.0,0.000183857,0.0,0.000183857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001654716,0.0,0.0,0.018937305,0.0,0.0,0.0,0.000183857,0.0,0.0,0.000367715,0.0,0.000183857,0.0,0.000183857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERR1018191,0.0,0.0,9.98e-05,0.0,0.0,0.0,0.000798722,9.98e-05,0.0,0.0,0.0,0.0,0.0,0.004193291,9.98e-05,0.0,0.0,0.00019968099999999997,0.0,9.98e-05,0.002595847,0.0,9.98e-05,0.0,9.98e-05,0.00019968099999999997,0.0,0.007488019,0.0,9.98e-05,0.0,0.0,0.0,0.005690895,0.0,0.00019968099999999997,0.0,0.0,0.0,0.0,0.013777955,0.0,0.0,0.065595048,0.006589457,0.000399361,9.98e-05,9.98e-05,9.98e-05,9.98e-05,0.0,0.0,0.00029952099999999997,0.0,0.0,0.001397764,0.004592652,0.0,0.001597444,0.0,0.00029952099999999997,0.011082268000000001,0.007188498000000001,0.0,0.0,0.0044928120000000005,0.0,0.000499201,9.98e-05,0.0,0.00029952099999999997,0.0,0.0,0.0,9.98e-05,0.0,0.000698882,0.0,0.0,0.0,9.98e-05,0.00778754,0.061301917000000004,0.003095048,0.00019968099999999997,0.0,9.98e-05,9.98e-05,0.0036940890000000002,0.036441693,9.98e-05,0.0,0.0,0.0,0.0,0.0,0.0005990419999999999,0.0,0.0,0.0,0.0,0.0,0.001597444,0.0,0.0,0.0,0.00019968099999999997,0.0,0.0,0.0,0.0,0.003394569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006689296999999999,0.0,0.001797125,0.0,0.0,0.0,0.003194888,0.0,0.00029952099999999997,0.0,0.001996805,0.0,0.0,0.009684505,0.0,0.0,0.000399361,0.000499201,0.001297923,0.001797125,0.0,0.0,9.98e-05,0.00399361,0.00029952099999999997,0.0,0.0,0.001098243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.98e-05,0.0,0.0,0.0,0.00019968099999999997,0.0,0.0,0.0,0.0,9.98e-05,9.98e-05,0.0,9.98e-05,0.128294728,0.0,0.0,9.98e-05,0.001098243,9.98e-05,0.0,0.000998403,0.0,0.00029952099999999997,0.0,9.98e-05,0.0,0.0,0.0,0.0,0.00029952099999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERR1018192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000261233,0.000130617,0.000261233,0.0,0.0015673979999999998,0.001175549,0.0,0.0,0.028474398999999997,0.0,0.0,0.0,0.0,0.000130617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000130617,0.0,0.0,0.000130617,0.0,0.0,0.0,0.00039185,0.09482758599999999,0.0064002090000000005,0.0007836989999999999,0.003787879,0.0,0.000261233,0.0,0.00039185,0.023641587999999998,0.0,0.0,0.0,0.000261233,0.0,0.000130617,0.00039185,0.0,0.009404389,0.157392894,0.084117032,0.0,0.0,0.000130617,0.0,0.0,0.000261233,0.0,0.0007836989999999999,0.0,0.0,0.0,0.001959248,0.001044932,0.0,0.0,0.0,0.0,0.000130617,0.0,0.046630094000000004,0.007053291999999999,0.0,0.0,0.0,0.0,0.000130617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001959248,0.0,0.0,0.0015673979999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000130617,0.0,0.0,0.0,0.002351097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00039185,0.0,0.001175549,0.003918495,0.0,0.0,0.0,0.000130617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002089864,0.0014367820000000002,0.0,0.0,0.0,0.001828631,0.0,0.0,0.000130617,0.0,0.0,0.0,0.0,0.000522466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERR1018193,0.0,0.0,0.0,0.0,0.00012655,0.0,0.0,0.0,0.00012655,0.0,0.0,0.0,0.0,0.00012655,0.0,0.0,0.0,0.160212604,0.0,0.0,0.001771703,0.0,0.0,0.0,0.001898254,0.0,0.0,0.0,0.0,0.0,0.0,0.039989876,0.0,0.001645153,0.0,0.020501138999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00012655,0.0,0.00012655,0.0,0.007339914,0.0,0.0,0.0,0.0,0.000506201,0.0,0.0,0.00012655,0.0,0.0,0.0002531,0.0,0.0063275119999999995,0.102126044,0.006580613000000001,0.0002531,0.0,0.000885852,0.0,0.0,0.0,0.0,0.002277904,0.0,0.0,0.0,0.0,0.001645153,0.000506201,0.0,0.0,0.0,0.0,0.00012655,0.0015186029999999999,0.000885852,0.0015186029999999999,0.0,0.0,0.0,0.00012655,0.000885852,0.0,0.0,0.0002531,0.0,0.0002531,0.003290306,0.00012655,0.024171096,0.013034675,0.000506201,0.0,0.00012655,0.0,0.0,0.0,0.0,0.0,0.0,0.0002531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002531,0.0,0.0,0.0002531,0.0,0.0,0.0,0.0,0.0,0.000506201,0.00012655,0.0,0.0,0.0,0.0,0.001265502,0.0,0.001265502,0.0,0.0,0.002404455,0.0,0.00012655,0.0,0.0,0.00012655,0.0,0.01037712,0.0,0.003669957,0.00012655,0.00012655,0.0,0.00012655,0.0,0.0,0.00012655,0.002784105,0.0,0.0,0.013287775,0.0002531,0.0,0.0,0.00012655,0.0002531,0.0,0.0,0.0,0.0,0.000379651,0.0,0.0,0.0,0.033282713,0.0,0.0,0.0,0.0,0.002531005,0.0015186029999999999,0.0,0.00012655,0.0,0.00012655,0.000632751,0.0,0.0,0.0,0.0,0.0,0.0002531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000632751,0.000379651,0.0,0.0
