	DHAK_HAK	DHAK_HAJ	DHAK_HAI	DHAK_HAH	DHAK_HAG	DHAK_HAF	DHAK_HAE	DHAK_HAD	DHAK_HAC	DHAK_HAB	DHAK_HAV	DHAK_HAX	DHAK_HAL	DHAK_HAM	DHAK_HAN	DHAK_HAO	DHAK_HAP	DHAK_HAR	DHAK_HAT	DHAK_HAU	DHAK_C22_M	DHAK_C23_M	DHAK_C19_M	DHAK_C2_M	DHAK_C16_M	DHAK_C18_M	DHAK_C14_M	DHAK_C15_M	DHAK_C10_M	DHAK_C13_M	DHAK_C7_M	DHAK_C9_M	DHAK_C5_M	DHAK_C6_M	DHAK_C3_M	DHAK_C4_M	DHAK_C24_M	DHAK_C25_M	DHAK_HA	DHAK_HAA	DHAK_HDF	DHAK_HDE	DHAK_HDB	DHAK_HDA	DHAK_HDD	DHAK_HDC	DHAK_HCY	DHAK_HCW	DHAK_HD	DHAK_HCZ	DHAK_HCD	DHAK_HCB	DHAK_HCA	DHAK_HC	DHAK_HCJ	DHAK_HCI	DHAK_HCH	DHAK_HCF	DHAK_HCL	DHAK_HCK	DHAK_HN	DHAK_HO	DHAK_HL	DHAK_HM	DHAK_HJ	DHAK_HK	DHAK_HG	DHAK_HI	DHAK_HE	DHAK_HF	DHAK_HCU	DHAK_HCV	DHAK_HCQ	DHAK_HCR	DHAK_HCS	DHAK_HCT	DHAK_HCM	DHAK_HCN	DHAK_HCO	DHAK_HCP	DHAK_HBH	DHAK_HBG	DHAK_HB	DHAK_HAZ	DHAK_HBB	DHAK_HBA	DHAK_HBD	DHAK_HBC	DHAK_HBF	DHAK_HBE	DHAK_HZ	DHAK_HY	DHAK_HU	DHAK_HT	DHAK_HW	DHAK_HV	DHAK_HQ	DHAK_HP	DHAK_HS	DHAK_HR	DHAK_HBY	DHAK_HBZ	DHAK_HBK	DHAK_HBL	DHAK_HBI	DHAK_HBJ	DHAK_HBV	DHAK_HBW	DHAK_HBM	DHAK_HBR
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae	0.14587	0.07796	0.24091	0.38155	0.10839	0	0.00875	2.28739	0.19667	0.0999	8.5615	1.96205	0.76483	0.22804	0	1.6633	0.10866	0.0188	0.08033	0.00308	0	0.05253	0	0.01152	0.04711	0.00378	0.06337	0.09152	0	0	0.08522	0.07598	0	0	0.24691	0.67852	0.40263	0.06242	0.07417	0	0	0.00119	0	0.38717	0.32678	0.29463	0	0	3.05386	0	0	0	0	0	0.07166	1.50577	0.29766	2.46451	0.69876	0.01939	0.03969	0.02058	0.73757	0	0	1.28929	0	0.10513	0.01559	0.17723	0	0.00314	0	0.10127	0	0	0	2.19654	0	0.1878	0.66416	1.16634	0	0.00406	0	0.1554	0	0.00535	0.11356	0.05855	0.17346	0	1.67132	0.73539	24.91629	0.00524	0	0.64531	0.35279	0.07771	0	0	0.0731	2.47547	0.08937	0.00409	0.87814	1.18304	2.75746	0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae	0.07925	0.03797	0	0	0	0.02548	0.54235	0.07334	0.18369	0	0	0	0	0.66037	0	0	0.00872	0	0	2.39881	0	0.1142	0	0.56509	0	0	0	0	0	0.24729	0	0	0	0.57308	0.10754	0.27197	1.12016	0.10024	0.00573	0	0.10254	0.52122	0.24979	0	0	0	0	0	0	0.0156	0	0	0.99471	0.40772	0.03093	0	0	0	0	1.57804	0.00941	0	1.16966	0	0	0.03284	0	0.50148	0.31656	0.05985	0	0	0.35661	0.02988	0.41635	0	0	0	0	3.13055	0.67191	1.19393	0.02595	0	0.6406	0	0	0	0.56413	0	0	0	0.24155	0	0	0	0.10434	0	0.21947	0.08378	0.05095	0.05195	0.02852	0	1.30563	0	0	0	3.5168	0.18898
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Propionibacteriaceae	0.07873	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.14367	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05656	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae	0.07343	0.57896	0.37849	0.06343	0.07283	0.01185	0	0.0064	0.02522	0	4.03861	1.0015	0.4897	2.8424	0.01132	3.29911	0.07566	0.0064	0	0.01027	0	0.0026	0.01306	0.12785	0.00922	0	0	0	0	0	0	0.07559	0.02832	0.16237	0.02167	0.00729	0.06022	0.02304	0.3011	0	0	1.96971	1.11765	0.1096	0.16854	8.17192	0.15055	0.56827	0.06683	0.40488	0.37031	0.0544	0.14106	0.03563	0	2.28717	1.84663	4.8965	0.32223	1.79469	0	0	0.03837	0.02476	0	0	0	0	0.26223	0.74335	0.36898	0.07315	0	0	0	0.0882	0.09011	4.81161	0.09279	0.67085	0.43251	2.55705	0.13784	0.31191	0.35128	0.19061	1.91233	0	0.24573	0.40425	0	0.55411	0.3336	0.12569	0	0.00995	0.03841	0.00438	0.14049	0	0	0.0194	2.33463	0.73	1.62343	0.01572	0.02418	2.4454	0.92558	1.45208
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella	57.95426	0	57.09969	68.72634	79.29664	66.4803	7.45181	31.87441	0.00131	19.20172	2.60472	19.90119	24.10123	19.5582	0	51.22247	73.3105	95.43988	59.62384	0.01729	0	52.93678	65.70787	26.00648	61.2921	38.32882	68.06927	63.80108	42.0815	8.28683	45.31286	27.51062	0	0.14554	62.01991	20.25829	22.14636	41.09766	72.21631	29.26037	0	0	38.36068	4.73795	0	15.2439	32.71178	32.42946	88.80601	1.48052	0	29.12613	3.94451	41.96964	43.1166	0	84.2326	16.34881	80.98558	3.79372	76.12291	79.33834	12.98166	0.1849	74.21726	0.20296	17.02916	40.73379	50.74988	90.05512	25.17631	45.31329	0	43.66378	47.77248	0	74.54815	17.11999	46.17886	1.58745	0	0.62392	55.77533	7.9263	82.1254	60.50814	17.42288	51.90871	4.66679	0	75.54949	4.60103	56.47027	48.92078	0.06181	0.23218	79.41326	52.4461	66.57554	73.63653	0	30.76208	4.92022	49.8004	0	0	0.23281	0.06378	0	36.46686
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium	13.18992	2.85037	5.0855	16.0462	4.0864	0.48474	0.28731	10.49917	0	19.81273	1.07622	2.45352	20.7637	2.90047	1.77685	19.36757	2.05231	1.11354	12.09495	2.85256	3.66713	1.65454	8.91026	4.02313	18.98056	3.60436	8.12384	1.04587	5.12038	8.38769	0.14668	4.97189	12.51727	1.80727	15.41051	38.67751	4.72754	2.28675	10.95908	2.19943	4.68853	15.04793	3.14071	5.31902	3.68804	0.92772	3.27234	40.25947	2.85462	8.3056	5.76626	3.55989	0	25.13755	10.01576	12.14558	0.56645	20.32451	1.81745	4.24909	0.21394	7.48665	3.01149	0.0521	3.81855	3.17862	9.41395	1.84946	0.16239	0.90674	0	0.01922	2.41114	10.48453	6.07939	0.12431	0.59165	19.00182	0.02145	0.19198	0	39.89453	11.94553	1.87808	0.33991	1.19142	12.15536	6.35682	10.49846	0.35655	1.15979	0	0.56748	19.39872	0	0.00442	2.41488	5.63064	3.28774	0.57645	4.77576	3.80592	19.66589	14.69709	0	3.37059	1.48536	1.34756	0.69465	3.40914
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Butyrivibrio	8.1218	0	0	0	0	0	0	0	0	0	0	0	7.20052	0	0	0	0	0	0.0094	0.01822	0	0	0	0	0	0	5.49856	1.12975	8.73792	0	0	4.4818	0	32.38584	0.05882	0.36763	0	0	0	0	0	0	0	0	0	0	0	0.39374	0	0	0	0	0	0	1.08996	0	0	0	0	0	0	0	0	0	0	0	0	0.82369	11.28094	0	0	0	0	1.06808	36.22049	0	0	0	0	0	0	0	0	0	0.71537	0	0	0	0	0	0	0	0	0	0	0	0	0	1.76816	0	0	0	0	0.02552	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Faecalibacterium	5.38201	6.52174	1.74205	3.53179	1.32109	0.36985	1.9735	3.79442	2.65326	5.659	5.33423	15.52037	3.74187	4.97856	1.69595	1.80987	1.8655	0.69176	0.70379	5.59906	9.3172	6.14841	5.37304	3.75976	4.11518	8.24179	3.93866	2.07701	4.49888	7.42695	7.39316	8.2028	8.92811	12.7738	3.71828	3.66704	6.11027	8.41602	0.36911	0.30461	3.91206	6.94209	9.74398	3.10613	14.75912	30.47285	3.11977	5.59935	0.7413	2.62041	5.54531	0.61455	0	8.91232	5.57025	5.14646	4.07243	9.1171	2.11081	4.88253	0.28377	0.60316	1.22987	0	4.35368	2.61419	2.10056	3.04701	0.78918	0.25159	2.25787	9.99499	3.12295	4.87984	3.37778	0.00604	3.60647	9.01636	10.54141	3.44488	9.25226	3.86086	15.99754	1.37979	8.42442	6.9929	22.61278	0.88092	4.4758	0.36859	0.15584	4.10874	1.64895	2.45922	0	0	0.51702	1.30801	1.24183	0.41753	3.59429	0.61973	13.29206	3.78082	12.30191	3.44679	35.905	21.46794	0	10.2398
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Subdoligranulum	3.84778	0.10571	0.04483	0.24999	0.8277	0.94984	0.12148	0.79835	1.7119	4.91368	2.46059	0.71496	1.00278	1.44967	0.04102	1.29208	0.24	0.03031	0.95404	5.22065	0.03871	0.85531	0.2063	0.97247	0.45685	1.03368	0.69611	2.19968	4.86283	4.66576	5.34767	2.74561	0.09685	4.69136	1.12722	1.21068	6.51665	1.11455	0.06349	0.2931	0.24062	0.24493	0.80601	7.49759	0.06909	3.94943	0.47344	1.9808	0	2.47399	0.84088	3.60719	2.14998	0.0347	9.94219	0.25025	0.23392	2.15449	0.09484	2.13038	0.05165	0.11757	4.68552	0	0	0.47513	0.50313	0.62237	1.27322	0.23497	0.14633	0.33913	1.95017	10.61093	0.72337	0.06673	0.99792	2.6325	0.17449	11.44311	0.95432	3.71301	0.22937	0	1.78543	0	6.09685	0.16418	11.49079	0	0.02643	0.04193	2.87591	0.98584	0	0	0.05504	0.60273	4.73828	0.15318	0.1034	2.24749	1.12369	1.11018	0.19315	0.20393	2.4722	1.68667	5.30205	1.00192
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium	3.01907	0.04115	1.72749	1.63359	0.02022	0.14821	0.11792	1.11046	2.47728	1.56501	19.11366	5.74588	6.90631	18.24254	6.63785	0.65929	0.55758	0.01346	0.78038	4.70974	0	0	0	0.47268	0.07657	0.09213	0.11146	0.9384	2.90827	2.87068	0	0.36507	0.28612	0.20884	0.24144	0.54594	0.77638	0	0.07445	1.75613	2.24388	1.09669	17.26174	3.19044	0.75474	0.33617	1.13832	0	0.45882	0.14929	0.01626	0.04899	1.34662	0.23557	0.56591	4.39141	0.62734	11.63108	0.59886	0.56323	0.13956	0.26335	2.99358	0	0	0.42348	0.01983	0.17773	0.2992	0.4369	0.32012	0.90097	16.49914	0.71481	0	7.36552	1.98775	11.54106	0.94557	2.76372	7.76276	0.23759	0.88112	6.43724	2.46446	0.20197	1.5805	0.12978	4.05546	25.66965	0.20374	30.90726	1.48758	3.38828	2.56948	2.52526	0.57845	0.16641	0.88385	0.17808	2.12723	0.03987	0.04882	2.299	8.48602	0.36137	12.79763	0.84462	14.16387	18.54655
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia	1.43729	7.05865	2.00338	0.07447	0.31147	0.48138	0.30661	2.03635	0.47608	6.92001	0.04374	0.66751	2.20055	0.16958	5.44752	0.2972	0.11122	0.55347	1.18742	45.61647	3.43625	1.30242	8.82943	2.8957	0.63937	6.13085	3.16937	1.20489	0.89585	3.39152	3.52912	6.27966	17.78177	5.10044	4.08761	9.15129	4.56986	1.61866	0.21952	0.14778	0.09519	6.85836	0.62142	0.63939	1.09385	0.74549	0.28831	2.21432	0.2718	2.34266	0.88268	1.41527	3.88149	2.20259	6.83716	4.23761	0.19891	3.67579	0.17609	0.69114	0.38705	0.09987	4.15939	0.02104	1.62357	2.02894	1.28107	0.0063	0.78073	0.2256	0.002	0.07821	1.25428	7.03148	0.30206	0.004	1.05098	3.85042	0.1132	2.5865	9.6194	15.75046	0.55482	0.10596	0.54118	0.31819	5.27542	1.33219	9.69237	0	0.09227	0	1.01696	1.86916	0	0	0.1946	0.39945	0.8808	0.31986	0.08785	1.34689	2.08769	0.16809	0.71466	5.73922	2.33187	5.97102	0.12162	0.80002
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Mitsuokella	1.30951	1.47894	0.09223	0.03674	0	0	0	0.54752	0.94761	0	3.67553	0	3.33281	0	0	0	0	0	0.76184	0	0	0	0.23152	0	0	0	0	0	3.44249	0	0	0	0	0.16338	2.66461	1.70805	0	0	5.42131	0.18845	0	0	6.90966	1.02839	0	0	0	0	0.10026	0	0	0	0	2.75927	5.905	4.391	0.10695	0.05167	0.29269	4.32542	0.90319	0.4354	5.72242	0	0	0	0	0	2.47941	0	0.47311	1.98305	0	6.35638	1.11622	0	0.10806	0.16665	2.1092	0.66633	0	0	0.14144	0	0	0.66382	0.47095	0	0	0	3.0998	0.02876	0.89161	0	0.04777	0	0	3.72024	6.32813	0	0	0	0	0	0	0	0	0	0	5.40102
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Klebsiella	0.94215	0	0	0.20133	0	0	0.16758	0.58723	0.04437	0.24514	6.43089	0	1.5501	0.7344	0.01605	2.19747	1.06077	0	4.1705	0.15386	0	0	0.29094	3.71484	0	0	0	0	0	0	0	0	0	0.31029	0.53979	0.68667	0	0	0.32087	7.6351	0.07955	3.1257	0.0604	0.32147	3.16327	0	0	0.11314	0	0	9.40031	0	0.77096	0.05185	0	0.52545	0	0	0.13774	0	0.89093	0.40741	0	19.16103	0	2.54028	19.22096	3.49624	0.12233	0.27311	7.36165	0	0.41834	0.40934	2.75142	2.81669	0.25791	0	0.06771	0	4.43665	0	0	3.57486	0.0136	0	8.14524	0.04481	1.43377	6.58564	0	0	0.1564	0.54501	0.35777	0.62863	0.01965	0	0.67208	0.83118	0	0	0.72079	0	0.87671	38.68224	0	0	0	0.0106
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanobrevibacter	0.72405	0	0	0	0.58261	0	0	0	0	0.43581	0	0.10465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.51515	2.40949	0	0	0	0	0	0	0	2.03192	0	0.43502	1.11715	0.59723	0	2.4707	0	1.26091	0	0	0.57401	0	0	0	0	0	0	0	0	0	0	0	0	0.4708	0	0	0	0	0	0.53616	0	0	0	0	0	0	0	0	0	0	0	0	0	0.27121	0	0	0	0	0	0	0	0	0	0	0.02926	0	0	1.41222	0.79537	0.42041	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides	0.68526	50.69449	1.1159	0.87561	2.18415	17.86937	51.10684	0.28658	46.53507	0.39271	0.66203	4.45329	0.04357	4.90481	41.61062	6.3321	1.84159	0.00613	0.11788	2.03515	72.69889	14.57789	6.27505	22.55691	0.17061	21.58537	0.76178	12.38124	4.26617	14.63711	2.3803	20.31073	50.26488	19.55105	1.49919	5.15408	30.55534	20.3995	1.58476	11.03779	73.04351	38.57982	9.05468	0.90853	54.26036	0.74676	29.20198	3.31998	1.53425	14.70101	61.77037	12.96846	1.20644	3.14501	5.54181	15.28914	0.29174	16.26466	0	2.13709	2.30778	0	22.18067	0.0876	1.81291	41.32268	30.02287	19.44571	8.65194	2.86926	0.05948	0.36227	36.27976	5.1074	0	0.17166	1.14286	16.27397	0.35545	15.36486	32.89239	10.91511	2.28534	0.4201	0	0	11.64245	7.38663	26.61821	10.8588	0	21.0874	11.39923	8.9468	0	22.40026	5.8063	0	0.78658	10.79875	73.27644	12.9323	3.85695	0.13919	32.97357	5.66585	21.25349	0.81298	52.98615	8.88487
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus	0.66161	1.8145	0.1878	0	0.79335	0.41007	1.22029	1.04916	0.41224	0.48745	1.25913	11.48806	0.98001	10.34369	0.05412	0	0	0	0.06472	7.24074	0	5.10379	0.20018	0.12021	0.72973	0	0.71565	1.42149	0.03333	19.05036	18.87244	1.12639	1.718	2.25176	1.09454	4.24856	0.9072	6.00649	0	0.19558	0.59648	2.83465	0.09719	1.03549	3.5608	1.18981	0.49324	5.33952	0	32.57461	0	0.49876	0	0.00323	0.07488	4.5063	0.68748	3.9379	0.04841	0.01871	0	0.03939	1.69441	0	0	0.22087	0	0.33601	0	0	0	0.3342	0.02434	0.07958	0.06943	0.04597	0.1084	4.01322	0.28783	0	0	6.21413	3.09367	0	0.54512	0.1597	0.02768	0.51263	0.01526	0.00911	0	0	0.72025	1.07337	0	0	0	0	0.03358	0	0.65154	0.57146	30.66286	0.07633	0.56795	17.30394	4.39142	0.34291	0	0.09978
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus	0.4998	0.01243	0.06799	0	0	0.00364	0	1.09126	0	0	0.7941	0.20937	0.4229	0.10301	0.14511	0.41438	0.07268	0	0.12167	4.58823	0	0.78659	0.02081	0	0.11913	0.28476	0	0	0.00786	5.94894	0.00466	0.16119	0	0.07899	0.70927	1.17114	0.01227	0.57594	0.25989	0	0.26087	0	0	0	0.24636	0.00883	0.24305	0.15208	0.15197	0.11016	0.02239	0	0	0.00605	0.34703	0.50054	0.1959	0.40727	0	0.03829	0.00575	0.04194	0.18882	0	0.28235	0	0	0	0.09401	0.00924	0	0.01434	0.01632	0.24897	0	0	0.13462	0.5153	0	0	0	0.12747	1.52867	0.22222	0	0	0	2.84047	0	0	0	0.00114	0.01827	0.0205	0	0	0.06648	0.13805	0.15998	0	0.20952	0	7.19862	0.17006	0	0	0	0	0.22879	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea	0.38696	0.15892	0.51887	0.31322	0.02585	0	0	0.81672	0.01643	0.92913	2.24503	2.71886	5.29682	0.14891	7.1388	0.41142	0.21322	0.14055	0.53592	0.76967	0.02671	0	0.12775	0.16547	0.1151	0.17261	0.62296	0.03539	0.58116	0.37899	1.09482	0.25367	0	0.28547	0.22609	0.12518	0.17524	0.02206	0	0.03787	0.04717	0.43639	0.31809	0.07245	0	0.37292	0.21928	0.5904	0.06125	1.89376	0.38586	0.23859	0	0.13613	1.07591	0	0.74702	2.03476	0.03882	0	0.37018	0.28772	0.25506	0.36076	0.08148	0.14311	0	0	0	0.06906	0	0	0	1.04016	0	0	0.07095	2.04962	0	0.08938	0.16667	0.25167	0.3013	0.22991	0	0	0.39213	0.05364	0	0	0.31918	0.4183	0.53652	0.41281	0	0	0.06533	0.62769	0.17496	0	0	0.26866	0.41829	0.60068	0.09178	0	0.06509	0.10759	0.12309	0.36119
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Enterobacter	0.30876	0	0	0	0	0	0.11179	0.18647	0	0.57164	1.15534	0	1.77357	1.00755	0	1.57591	0.23032	0	0.49177	0	0	0	0	0.56049	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.01501	0	1.26356	0	0.3764	0.14245	0	0	0	0	0	1.88606	0	0.06612	0	0	0.1351	0	0	0	0	0.58679	0.13452	0	0.24472	0	0	4.70096	0	0	0.10197	0.04565	0.00477	0.43705	0	0	0.02426	0	0	0	0	0.35808	0	0	0.3384	0	0	0.0116	0	0.02667	2.99342	0	0	0	0	0	0	0	0	0	0	0	0	4.54864	0	0.7006	10.15039	0.43055	0	0.06384	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus	0.30635	0.04444	0.34143	2.1297	0.00422	0.01338	0	0	0.04464	4.82481	9.80155	0.27876	0.47026	0.88319	1.8873	0.40747	2.55905	0.07724	0.57523	0.29589	0	0	0	0	0.01972	0	0	0.04426	0	0	0	0	0	0	0	0	0.04345	0	0.22493	0.07542	0	0.91035	3.69298	0	0.13085	0	0.44164	0	0	0	0	0	0	0.04796	0	2.55467	0.23874	0.75895	0.58036	0	0.14135	0.36559	0.34199	0.07363	0	0.47734	0	0	0.09714	0.13567	0.04859	2.27877	0.08291	0	0	4.6967	0.12963	1.00275	2.18118	0	0.02578	0	0.00677	4.65698	0.64848	2.56317	0.66342	0	0	2.60084	3.13246	0	0	0.05595	0	0.13536	0.17499	1.06043	0.01032	0	0	0	0	0.43043	0.06299	0.02228	0	0	1.64646	3.64941
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Parabacteroides	0.23849	2.62622	0.03467	0.14328	0.32527	0.71986	3.91122	0.02674	2.5367	0.2295	0	0.28719	0.05137	1.03968	4.06731	0.81392	0.11526	0	0.24713	0.12984	4.39233	1.32525	0.10681	2.15971	0.07571	2.15696	0.11075	0.60295	0.75135	0.73235	0.26232	1.75668	0	0.57351	0.08488	0.6462	1.05453	1.88357	0.18968	0.60698	0.30048	0.521	0.40663	0	0.0418	0	2.14081	0.62234	0.02909	0.8998	0.58017	1.80426	0.22495	0.32596	0	2.64067	0	0.62804	0	0.88477	0.01756	0	2.1064	0	0.04666	1.9056	0.93116	4.30313	1.2574	0.76381	0.02372	0.02397	0.63417	0.06411	0	0	0.24835	0.37683	0	1.04018	1.55104	1.5673	0.58403	0	0	0	0.01005	0.96874	0.56391	0.22554	0	0.29732	0.77742	0.345	0	0.25589	0.25778	0	0.17802	0.55958	0.61586	1.92405	0.2423	0.03432	1.40361	1.18556	0.20883	1.32897	1.6302	0.4349
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Escherichia	0.22963	0.04931	0.11832	0.44881	1.98133	0.0608	0.19284	0.48744	1.04572	0	6.64387	0.13909	4.84703	11.26332	0.3888	0.67658	0.43959	0.28071	7.88801	0.34968	0.32495	3.19473	1.20541	0.49798	0.33094	0.97912	0	0.30811	0.21521	0	0.80886	0.1816	0	2.59315	0.92009	1.96766	0.15746	3.23237	1.04992	1.40553	0.3428	3.15489	0.11847	0.71209	11.2718	0.30884	14.87892	2.0687	1.19255	0	2.49889	0.09941	0.51323	0.42775	7.08199	2.44148	0	1.88531	0	0.08605	1.16145	3.82601	1.08363	9.72827	0.03657	0.9079	1.27995	7.19317	0.23232	0.45637	6.29131	0.14376	0.11056	6.06441	0	0.02207	4.41198	1.87517	0.25969	8.06874	2.8405	1.10517	0.15171	67.56172	0.41681	0.21341	0.85183	0.02321	4.97776	1.85318	0.06993	32.54206	0.11899	0.47423	49.58884	29.25401	1.11043	0.56953	0.49485	0.14185	0.44456	0.08618	3.13271	0.66325	0.70977	8.20878	0.18959	24.15328	0.14871	0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Acidaminococcaceae|g__Phascolarctobacterium	0.21086	0	0	0	5.14584	0	0	0	0	0	0.18889	0	0	0	0	0	0	0	4.67997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.84728	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.12913	0	0	0	0.97131	0	0	0	0	0	0	0	0	0	0.31169	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Sutterellaceae_unclassified	0.15902	0	0	0	0	0.26368	0.11866	0	0.23013	4.29606	0	0	0	0.13483	0	0	0	0	0.93396	0	0	0	0	0	0	0	0.69443	0	0	0.8311	0	0	0	0	0	0	0.20562	0	0.10078	0	0	0	0	0	0	0	0	0	0	0	0	0.03689	0.87605	0	0.63589	0.0233	0	0	0	0	0.21403	0.45657	0	1.05268	0.34705	0	0	0.11179	0.35796	1.10544	0.01103	0.23841	0.02794	0.74065	0	0	0	0.04014	0	0	0	0	0	0	0	0.09247	0	0	0	0	0.42136	0	0.54829	0	0	0	0.18011	0.21027	0.2362	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Catenibacterium	0.14587	0.07796	0.24091	0	0.10048	0	0.00644	0.02838	0.00388	0	1.16483	0.99914	0.68695	0.22804	0	0.25923	0	0.0188	0.06819	0	0	0	0	0	0	0.00378	0	0.07898	0	0	0	0	0	0	0.07232	0	0	0	0.07417	0	0	0	0	0.38717	0	0	0	0	3.00419	0	0	0	0	0	0.07166	0.70241	0.29766	2.40944	0.69876	0	0.03207	0.02058	0.35356	0	0	1.28929	0	0	0.01559	0.1596	0	0.00314	0	0.10127	0	0	0	2.14906	0	0.1878	0	0	0	0	0	0.1554	0	0	0	0	0.17346	0	0.32091	0.18189	0	0	0	0.2458	0.35279	0.07771	0	0	0.0731	2.47547	0	0	0.20749	0	0	0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Bilophila	0.07925	0	0	0	0	0.02548	0.54235	0.07334	0	0	0	0	0	0.66037	0	0	0.00872	0	0	2.39881	0	0.1142	0	0.56509	0	0	0	0	0	0.24729	0	0	0	0.2235	0.10754	0.27197	1.12016	0.10024	0.00573	0	0.10254	0.52122	0.24979	0	0	0	0	0	0	0.0156	0	0	0.97629	0.40772	0.03093	0	0	0	0	1.57804	0.00941	0	1.16966	0	0	0.03284	0	0.44306	0.31656	0.05985	0	0	0.35661	0.02988	0.41635	0	0	0	0	2.49494	0.67191	0.20306	0.02595	0	0	0	0	0	0.36261	0	0	0	0.04908	0	0	0	0.10434	0	0	0.08378	0.05095	0	0.00785	0	1.30563	0	0	0	3.5168	0.18898
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Propionibacteriaceae|g__Propionibacteriaceae_unclassified	0.07873	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.14367	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05656	0	0	0	0	0	0	0	0	0	0	0
